accuracy	f1-score	precision	recall	split	experiment
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	0	0
0.9836065573770492	0.92	0.8518518518518519	1.0	1	0
0.9918032786885246	0.9583333333333334	0.92	1.0	2	0
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	0
0.9917355371900827	0.9565217391304348	0.9166666666666666	1.0	4	0
0.9836065573770492	0.92	0.8518518518518519	1.0	0	1
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	1
0.9918032786885246	0.9583333333333334	0.92	1.0	2	1
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	1
0.9834710743801653	0.9166666666666666	0.8461538461538461	1.0	4	1
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	0	2
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	2
0.9877049180327869	0.9361702127659574	0.9166666666666666	0.9565217391304348	2	2
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	3	2
0.987603305785124	0.9333333333333332	0.9130434782608695	0.9545454545454546	4	2
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	3
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	3
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	2	3
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	3
0.9834710743801653	0.9090909090909091	0.9090909090909091	0.9090909090909091	4	3
1.0	1.0	1.0	1.0	0	4
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	4
0.9918032786885246	0.9583333333333334	0.92	1.0	2	4
1.0	1.0	1.0	1.0	3	4
0.9793388429752066	0.8837209302325582	0.9047619047619048	0.8636363636363636	4	4
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	0	5
0.9754098360655737	0.8846153846153846	0.7931034482758621	1.0	1	5
0.9918032786885246	0.9583333333333334	0.92	1.0	2	5
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	5
0.987603305785124	0.9333333333333332	0.9130434782608695	0.9545454545454546	4	5
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	6
0.9918032786885246	0.9583333333333334	0.92	1.0	1	6
0.9918032786885246	0.9583333333333334	0.92	1.0	2	6
1.0	1.0	1.0	1.0	3	6
0.9917355371900827	0.9565217391304348	0.9166666666666666	1.0	4	6
0.9918032786885246	0.9565217391304348	0.9565217391304348	0.9565217391304348	0	7
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	7
0.9918032786885246	0.9565217391304348	0.9565217391304348	0.9565217391304348	2	7
0.9877049180327869	0.9302325581395349	1.0	0.8695652173913043	3	7
0.9752066115702479	0.8695652173913043	0.8333333333333334	0.9090909090909091	4	7
1.0	1.0	1.0	1.0	0	8
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	8
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	2	8
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	8
0.9834710743801653	0.9130434782608695	0.875	0.9545454545454546	4	8
1.0	1.0	1.0	1.0	0	9
0.9918032786885246	0.9583333333333334	0.92	1.0	1	9
0.9836065573770492	0.909090909090909	0.9523809523809523	0.8695652173913043	2	9
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	3	9
0.9834710743801653	0.9130434782608695	0.875	0.9545454545454546	4	9
0.9918032786885246	0.9583333333333334	0.92	1.0	0	10
0.9918032786885246	0.9583333333333334	0.92	1.0	1	10
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	2	10
0.9918032786885246	0.9565217391304348	0.9565217391304348	0.9565217391304348	3	10
0.9752066115702479	0.8571428571428572	0.9	0.8181818181818182	4	10
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	0	11
0.9918032786885246	0.9583333333333334	0.92	1.0	1	11
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	2	11
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	11
0.9710743801652892	0.8444444444444444	0.8260869565217391	0.8636363636363636	4	11
0.9918032786885246	0.9583333333333334	0.92	1.0	0	12
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	12
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	2	12
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	12
0.9834710743801653	0.9130434782608695	0.875	0.9545454545454546	4	12
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	13
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	13
1.0	1.0	1.0	1.0	2	13
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	13
0.9834710743801653	0.9130434782608695	0.875	0.9545454545454546	4	13
0.9918032786885246	0.9583333333333334	0.92	1.0	0	14
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	14
0.9918032786885246	0.9583333333333334	0.92	1.0	2	14
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	14
0.9793388429752066	0.8936170212765958	0.84	0.9545454545454546	4	14
0.9836065573770492	0.92	0.8518518518518519	1.0	0	15
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	15
0.9877049180327869	0.9361702127659574	0.9166666666666666	0.9565217391304348	2	15
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	15
0.9917355371900827	0.9565217391304348	0.9166666666666666	1.0	4	15
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	0	16
0.9918032786885246	0.9583333333333334	0.92	1.0	1	16
0.9877049180327869	0.9361702127659574	0.9166666666666666	0.9565217391304348	2	16
1.0	1.0	1.0	1.0	3	16
0.9793388429752066	0.888888888888889	0.8695652173913043	0.9090909090909091	4	16
0.9836065573770492	0.92	0.8518518518518519	1.0	0	17
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	17
0.9918032786885246	0.9583333333333334	0.92	1.0	2	17
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	17
0.987603305785124	0.9333333333333332	0.9130434782608695	0.9545454545454546	4	17
0.9918032786885246	0.9583333333333334	0.92	1.0	0	18
0.9754098360655737	0.8846153846153846	0.7931034482758621	1.0	1	18
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	2	18
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	18
0.987603305785124	0.9333333333333332	0.9130434782608695	0.9545454545454546	4	18
0.9918032786885246	0.9565217391304348	0.9565217391304348	0.9565217391304348	0	19
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	19
0.9918032786885246	0.9583333333333334	0.92	1.0	2	19
1.0	1.0	1.0	1.0	3	19
0.9834710743801653	0.9047619047619048	0.95	0.8636363636363636	4	19
0.9877049180327869	0.9361702127659574	0.9166666666666666	0.9565217391304348	0	20
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	20
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	2	20
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	20
0.9834710743801653	0.9166666666666666	0.8461538461538461	1.0	4	20
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	0	21
0.9795081967213115	0.9019607843137255	0.8214285714285714	1.0	1	21
0.9877049180327869	0.9361702127659574	0.9166666666666666	0.9565217391304348	2	21
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	21
0.9752066115702479	0.8571428571428572	0.9	0.8181818181818182	4	21
0.9918032786885246	0.9583333333333334	0.92	1.0	0	22
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	22
0.9877049180327869	0.9361702127659574	0.9166666666666666	0.9565217391304348	2	22
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	22
0.9793388429752066	0.8979591836734693	0.8148148148148148	1.0	4	22
0.9918032786885246	0.9583333333333334	0.92	1.0	0	23
0.9918032786885246	0.9583333333333334	0.92	1.0	1	23
0.9918032786885246	0.9583333333333334	0.92	1.0	2	23
1.0	1.0	1.0	1.0	3	23
0.9834710743801653	0.9090909090909091	0.9090909090909091	0.9090909090909091	4	23
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	0	24
0.9918032786885246	0.9583333333333334	0.92	1.0	1	24
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	2	24
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	24
0.9917355371900827	0.9565217391304348	0.9166666666666666	1.0	4	24
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	0	25
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	25
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	2	25
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	25
0.9834710743801653	0.9090909090909091	0.9090909090909091	0.9090909090909091	4	25
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	26
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	26
0.9877049180327869	0.9361702127659574	0.9166666666666666	0.9565217391304348	2	26
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	26
0.9793388429752066	0.8780487804878049	0.9473684210526315	0.8181818181818182	4	26
0.9836065573770492	0.92	0.8518518518518519	1.0	0	27
0.9918032786885246	0.9583333333333334	0.92	1.0	1	27
0.9795081967213115	0.8979591836734695	0.8461538461538461	0.9565217391304348	2	27
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	27
0.987603305785124	0.9361702127659575	0.88	1.0	4	27
1.0	1.0	1.0	1.0	0	28
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	28
0.9795081967213115	0.9019607843137255	0.8214285714285714	1.0	2	28
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	28
0.9793388429752066	0.888888888888889	0.8695652173913043	0.9090909090909091	4	28
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	29
0.9918032786885246	0.9583333333333334	0.92	1.0	1	29
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	2	29
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	29
0.9834710743801653	0.9090909090909091	0.9090909090909091	0.9090909090909091	4	29
0.9754098360655737	0.8846153846153846	0.7931034482758621	1.0	0	30
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	30
0.9918032786885246	0.9583333333333334	0.92	1.0	2	30
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	3	30
0.987603305785124	0.9361702127659575	0.88	1.0	4	30
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	0	31
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	31
0.9836065573770492	0.9130434782608695	0.9130434782608695	0.9130434782608695	2	31
1.0	1.0	1.0	1.0	3	31
0.9669421487603306	0.7777777777777778	1.0	0.6363636363636364	4	31
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	32
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	32
0.9877049180327869	0.9333333333333332	0.9545454545454546	0.9130434782608695	2	32
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	32
0.9752066115702479	0.8636363636363636	0.8636363636363636	0.8636363636363636	4	32
0.9918032786885246	0.9565217391304348	0.9565217391304348	0.9565217391304348	0	33
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	33
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	2	33
1.0	1.0	1.0	1.0	3	33
0.987603305785124	0.9333333333333332	0.9130434782608695	0.9545454545454546	4	33
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	0	34
0.9918032786885246	0.9583333333333334	0.92	1.0	1	34
0.9918032786885246	0.9583333333333334	0.92	1.0	2	34
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	34
0.9834710743801653	0.9047619047619048	0.95	0.8636363636363636	4	34
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	35
0.9918032786885246	0.9583333333333334	0.92	1.0	1	35
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	2	35
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	35
0.9834710743801653	0.9166666666666666	0.8461538461538461	1.0	4	35
1.0	1.0	1.0	1.0	0	36
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	36
0.9918032786885246	0.9583333333333334	0.92	1.0	2	36
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	36
0.9834710743801653	0.9090909090909091	0.9090909090909091	0.9090909090909091	4	36
0.9918032786885246	0.9583333333333334	0.92	1.0	0	37
0.9836065573770492	0.92	0.8518518518518519	1.0	1	37
0.9918032786885246	0.9583333333333334	0.92	1.0	2	37
1.0	1.0	1.0	1.0	3	37
0.9834710743801653	0.9090909090909091	0.9090909090909091	0.9090909090909091	4	37
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	38
0.9918032786885246	0.9583333333333334	0.92	1.0	1	38
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	2	38
1.0	1.0	1.0	1.0	3	38
0.9917355371900827	0.9565217391304348	0.9166666666666666	1.0	4	38
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	39
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	39
0.9918032786885246	0.9583333333333334	0.92	1.0	2	39
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	39
0.9834710743801653	0.9047619047619048	0.95	0.8636363636363636	4	39
0.9795081967213115	0.9019607843137255	0.8214285714285714	1.0	0	40
0.9918032786885246	0.9583333333333334	0.92	1.0	1	40
0.9918032786885246	0.9583333333333334	0.92	1.0	2	40
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	40
0.9752066115702479	0.8571428571428572	0.9	0.8181818181818182	4	40
0.9918032786885246	0.9583333333333334	0.92	1.0	0	41
0.9918032786885246	0.9583333333333334	0.92	1.0	1	41
0.9918032786885246	0.9565217391304348	0.9565217391304348	0.9565217391304348	2	41
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	41
0.9752066115702479	0.8636363636363636	0.8636363636363636	0.8636363636363636	4	41
0.9795081967213115	0.9019607843137255	0.8214285714285714	1.0	0	42
0.9918032786885246	0.9583333333333334	0.92	1.0	1	42
0.9918032786885246	0.9583333333333334	0.92	1.0	2	42
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	42
0.9834710743801653	0.9090909090909091	0.9090909090909091	0.9090909090909091	4	42
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	0	43
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	43
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	2	43
0.9836065573770492	0.92	0.8518518518518519	1.0	3	43
0.987603305785124	0.9333333333333332	0.9130434782608695	0.9545454545454546	4	43
0.9918032786885246	0.9583333333333334	0.92	1.0	0	44
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	44
0.9918032786885246	0.9565217391304348	0.9565217391304348	0.9565217391304348	2	44
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	44
0.9917355371900827	0.9565217391304348	0.9166666666666666	1.0	4	44
0.9754098360655737	0.8846153846153846	0.7931034482758621	1.0	0	45
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	45
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	2	45
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	45
0.987603305785124	0.9333333333333332	0.9130434782608695	0.9545454545454546	4	45
0.9918032786885246	0.9583333333333334	0.92	1.0	0	46
0.9918032786885246	0.9583333333333334	0.92	1.0	1	46
0.9918032786885246	0.9583333333333334	0.92	1.0	2	46
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	46
0.9793388429752066	0.888888888888889	0.8695652173913043	0.9090909090909091	4	46
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	47
0.9918032786885246	0.9583333333333334	0.92	1.0	1	47
0.9877049180327869	0.9361702127659574	0.9166666666666666	0.9565217391304348	2	47
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	47
0.9752066115702479	0.8636363636363636	0.8636363636363636	0.8636363636363636	4	47
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	0	48
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	48
0.9918032786885246	0.9583333333333334	0.92	1.0	2	48
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	48
0.9834710743801653	0.9166666666666666	0.8461538461538461	1.0	4	48
0.9754098360655737	0.8846153846153846	0.7931034482758621	1.0	0	49
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	49
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	2	49
0.9877049180327869	0.9302325581395349	1.0	0.8695652173913043	3	49
0.9834710743801653	0.9130434782608695	0.875	0.9545454545454546	4	49
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	50
0.9918032786885246	0.9583333333333334	0.92	1.0	1	50
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	2	50
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	50
0.9834710743801653	0.9090909090909091	0.9090909090909091	0.9090909090909091	4	50
1.0	1.0	1.0	1.0	0	51
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	1	51
0.9918032786885246	0.9583333333333334	0.92	1.0	2	51
0.9836065573770492	0.9047619047619047	1.0	0.8260869565217391	3	51
0.9834710743801653	0.9090909090909091	0.9090909090909091	0.9090909090909091	4	51
0.9467213114754098	0.7796610169491525	0.6388888888888888	1.0	0	52
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	52
1.0	1.0	1.0	1.0	2	52
0.9959016393442623	0.9777777777777777	1.0	0.9565217391304348	3	52
0.9834710743801653	0.9166666666666666	0.8461538461538461	1.0	4	52
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	53
0.9795081967213115	0.9019607843137255	0.8214285714285714	1.0	1	53
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	2	53
0.9918032786885246	0.9545454545454545	1.0	0.9130434782608695	3	53
0.9834710743801653	0.9166666666666666	0.8461538461538461	1.0	4	53
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	0	54
0.9877049180327869	0.9387755102040816	0.8846153846153846	1.0	1	54
0.9836065573770492	0.92	0.8518518518518519	1.0	2	54
0.9959016393442623	0.9787234042553191	0.9583333333333334	1.0	3	54
